master_name,old_name,booth_rank,old_booth_rank,name_jw_score,name_lv_score,booth_score,average_score
AJAB,KANATARI,0.9736024844720497,0.9157509157509157,0.5833333333333334,0.25,1.0,0.61
AJAB,KANCHANAPUR,0.9736024844720497,0.9743589743589743,0.5606060606060607,0.18181818181818177,1.0,0.58
AJAB,KAPASIYA,0.9736024844720497,0.31868131868131866,0.5833333333333334,0.25,1.0,0.61
AJAB,KARAHARA,0.9736024844720497,0.3882783882783883,0.5833333333333334,0.25,1.0,0.61
AJAB,KARANJA,0.9736024844720497,0.2673992673992674,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,KARIYAVA,0.9736024844720497,0.41025641025641024,0.5833333333333334,0.25,1.0,0.61
AJAB,KARMA,0.9736024844720497,0.7912087912087912,0.48333333333333334,0.19999999999999996,1.0,0.56
AJAB,KASAV,0.9736024844720497,0.6355311355311355,0.6333333333333333,0.4,1.0,0.68
AJAB,KATAIYA,0.9736024844720497,0.8772893772893773,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,KATHAUTIYA,0.9736024844720497,0.10622710622710622,0.5666666666666667,0.19999999999999996,1.0,0.59
AJAB,KENDRA,0.9736024844720497,0.6684981684981685,0.0,0.0,1.0,0.33
AJAB,KESHAUR,0.9736024844720497,0.9010989010989011,0.46428571428571425,0.1428571428571429,1.0,0.54
AJAB,KETAKI,0.9736024844720497,0.9615384615384616,0.47222222222222215,0.16666666666666663,1.0,0.55
AJAB,KHADIHA,0.9736024844720497,0.9340659340659341,0.46428571428571425,0.1428571428571429,1.0,0.54
AJAB,KHAIRA,0.9736024844720497,0.40293040293040294,0.47222222222222215,0.16666666666666663,1.0,0.55
AJAB,KHAIRABINDA,0.9736024844720497,0.06593406593406594,0.6742424242424242,0.2727272727272727,1.0,0.65
AJAB,KHAIRI,0.9736024844720497,0.1391941391941392,0.47222222222222215,0.16666666666666663,1.0,0.55
AJAB,KHAKHADA,0.9736024844720497,0.7838827838827839,0.5833333333333334,0.25,1.0,0.61
AJAB,KHARADIHA,0.9736024844720497,0.8095238095238095,0.5740740740740741,0.2222222222222222,1.0,0.6
AJAB,KHEMACHAND,0.9736024844720497,0.9542124542124542,0.45,0.19999999999999996,1.0,0.55
AJAB,KOSADIHARA,0.9736024844720497,0.08974358974358974,0.45,0.19999999999999996,1.0,0.55
AJAB,KOSIYARI,0.9736024844720497,0.8827838827838828,0.4583333333333333,0.125,1.0,0.53
AJAB,KUNDA,0.9736024844720497,0.7765567765567766,0.0,0.0,1.0,0.33
AJAB,KURAMHA,0.9736024844720497,0.12271062271062272,0.46428571428571425,0.1428571428571429,1.0,0.54
AJAB,KUSHI,0.9736024844720497,0.3315018315018315,0.0,0.0,1.0,0.33
AJAB,MALAHARA,0.9736024844720497,0.9120879120879121,0.5833333333333334,0.25,1.0,0.61
AJAB,MAMAKA,0.9736024844720497,0.27106227106227104,0.611111111111111,0.33333333333333337,1.0,0.65
AJAB,MANDARAPURA,0.9736024844720497,0.25274725274725274,0.5606060606060607,0.18181818181818177,1.0,0.58
AJAB,MANJURAHI,0.9736024844720497,0.07326007326007326,0.5740740740740741,0.33333333333333337,1.0,0.64
AJAB,MANZAR,0.9736024844720497,0.2783882783882784,0.611111111111111,0.33333333333333337,1.0,0.65
